 # ,address,CR,fights,Nova $,Weth $,Energy,Gen 0, Gen 1 ,  $PGLD,Sloop,Galleon,Frigate,Rogue,Plan-S,Plan-G,Plan-F,Faded,High Seas,F1,F2,F3,F4,G1,G2 ,G3,G4,S1,S2,S3,S4,Copper Coin,Rope,S Rock,T1: Wood,T1: Cotton,T1: Iron,T2: Oar,T2: Net,T2: Anchor,M Rock,T3: Compass,T3: Scale,T3: Spyglass,L Rock,Goblin Totem,Parrot Totem,Monkey Totem,Goldfish Totem,Skeleton,Musket,Dagger,Cutlass,Billy,Grappling Hook,Flask,Jug,Keg,Sail,Needle,Gauntlet Chest 1,Gauntlet Chest 2,Gauntlet Chest 3,Gauntlet Chest 4,Map 1,Map 2,Map 3,Map 4,Overworld Galleon,Marks Frigate,Founder's Oops!...I Did It Again Chest,Palm Tree,Purple Clam Shell,Black Crate,Tiki Totem,,Pirate Nation Flag,Kelp,Cannon Fuse,Wooden Column,Iron Rivets,Gold Keg Statue,Small Stones,Green Hedge,Founder's Trade License,Chronicles of Converts,Iron Sights,Fish Food,Crate of Bananas,Pirate's Skiff,Plans: Skiff I,Plans: Skiff II,Founder's Whoopsie Chest,Founder's Platinum Chest,Founder's Iron Chest,Founder's Bronze Chest,Founder's Silver Chest,Founder's Gold Chest,Grey Crate,Purple Palm,Pipo's Periwinkle,Iron Cannon
23.0,0xe1617daa9b74aca0aa04225393a8b61c67df22de,1.0,2.0,0.0,0.0,150.0,1.0,0.0,2695.0,1.0,0.0,0.0,0.0,0.0,0.0,,8.0,1.0,0.0,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,44.0,4.0,2.0,6.0,0.0,0.0,0.0,2.0,5.0,2.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24.0,0x741eacef702f40fbdff7f8f141c12025e8080d37,1.0,2.0,4.76,0.0,150.0,1.0,0.0,2870.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,27.0,1.0,16.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,0x84f132990ad780ff44b398e28aba58a388342096,9.0,24.0,0.0,0.0,150.0,1.0,0.0,15418.0,0.0,1.0,1.0,0.0,0.0,0.0,,9.0,0.0,0.0,,,0.0,,0.0,,,,,,,0.0,0.0,3.0,88.0,65.0,63.0,8.0,43.0,47.0,0.0,3.0,6.0,9.0,,1.0,1.0,0.0,1.0,0.0,6.0,3.0,8.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26.0,0x587664d2b3d4f87a9e3d6cb0ebb0fe603524b658,9.0,10.0,5.61,0.0,150.0,1.0,0.0,9611.0,0.0,1.0,0.0,0.0,0.0,0.0,,3.0,1.0,0.0,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,80.0,117.0,98.0,13.0,16.0,11.0,0.0,8.0,2.0,4.0,,1.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27.0,0x894f7cfca5ed07785afc81b5aa5f0092d4c2168c,9.0,16.0,0.0,0.0,17.0,1.0,0.0,21358.0,0.0,0.0,1.0,0.0,0.0,0.0,,24.0,0.0,0.0,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,61.0,85.0,112.0,53.0,52.0,53.0,0.0,11.0,9.0,8.0,,1.0,1.0,0.0,1.0,0.0,4.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,19.0,19.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,0x1824758bd4fa4be498076f5265a931eb0b2be58f,8.0,28.0,0.0,0.0,54.0,1.0,0.0,9743.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,1.0,0.0,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,203.0,135.0,92.0,43.0,21.0,46.0,0.0,3.0,9.0,0.0,,1.0,1.0,0.0,0.0,0.0,6.0,2.0,5.0,4.0,1.0,4.0,3.0,0.0,0.0,1.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29.0,0xbfb744bf537a17fdcd66e79c0231e6cfeaa428b9,0.0,0.0,64.19,0.0,150.0,1.0,0.0,6089.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,65.0,43.0,31.0,14.0,3.0,0.0,0.0,21.0,7.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0
30.0,0x719264f2af51e9df09199d3fff1825cee7cbdff5,5.0,7.0,0.0,0.0,56.0,1.0,0.0,7920.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,19.0,64.0,46.0,9.0,10.0,11.0,0.0,0.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,2.0,0.0,3.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31.0,0x6df40ac027a548b9391284dba56c1e57f224d19e,5.0,8.0,0.0,0.0,52.0,1.0,0.0,7105.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,15.0,28.0,66.0,13.0,13.0,13.0,0.0,0.0,4.0,2.0,,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32.0,0x903e049d0bf79dca0fb826a6b8982e10a62af287,3.0,1.0,4.76,0.0,44.0,1.0,0.0,7070.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,8.0,37.0,44.0,4.0,4.0,4.0,0.0,0.0,1.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,0x15407476bc4c4ae69596fc8ff8da48462b82d2f8,3.0,1.0,4.76,0.0,42.0,1.0,0.0,5889.0,1.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,46.0,14.0,44.0,3.0,2.0,4.0,0.0,0.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34.0,0xef81d81c173d6e826c379440e465d18fc46ad60c,2.0,4.0,4.76,0.0,41.0,1.0,0.0,5665.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,2.0,0.0,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,47.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35.0,0xcb328f77d021da9d6a0c666a65c338a075a7bdac,2.0,4.0,4.76,0.0,39.0,1.0,0.0,5195.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,12.0,40.0,33.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,0x647efb625ce82a2b59a89b62a7247493250c041e,2.0,4.0,4.76,0.0,42.0,1.0,0.0,6160.0,1.0,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,1.0,52.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37.0,0x948da08444533a954dc391cd89c6a422f6975ca7,2.0,4.0,4.76,0.0,37.0,1.0,0.0,6655.0,1.0,0.0,0.0,0.0,0.0,0.0,,9.0,0.0,0.0,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,15.0,10.0,57.0,3.0,1.0,1.0,0.0,6.0,3.0,2.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,0xdcd9547d4120260b2c5a435a246fd73d407eb14b,3.0,1.0,4.76,0.0,44.0,1.0,0.0,6020.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,20.0,1.0,25.0,2.0,4.0,4.0,0.0,0.0,1.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,0xf6dde03f763b50372c7ace156c5e1eb77e58bc2a,2.0,4.0,2.38,0.0,35.0,1.0,0.0,4660.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,1.0,0.0,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,22.0,32.0,4.0,4.0,16.0,0.0,4.0,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0x21a6694fa323c47b7f116d6ae7bcad4f95ed6f3b,2.0,4.0,2.38,0.0,34.0,1.0,0.0,7950.0,1.0,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,0.0,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,32.0,55.0,63.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,0xdc02c6977cac949aeb40902d697da8147d421dd9,2.0,4.0,2.38,0.0,33.0,1.0,0.0,5455.0,1.0,1.0,0.0,0.0,0.0,0.0,,4.0,1.0,0.0,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,50.0,6.0,30.0,1.0,1.0,3.0,0.0,4.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,0x5406e220e0bb08e2477f6b25cb742b4fdeb2d97c,2.0,4.0,2.38,0.0,32.0,1.0,0.0,6340.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,1.0,0.0,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,11.0,7.0,54.0,1.0,2.0,0.0,0.0,0.0,2.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,0xfb72e80a489a1fe306d81b56121371b6c94976fb,2.0,4.0,2.38,0.0,30.0,1.0,0.0,5275.0,1.0,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,0.0,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,35.0,33.0,10.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,0xa6a6299ae4b0c91ce9b7d24e96cbd48dc29cac7f,10.0,0.0,22.24,0.0,150.0,1.0,1.0,8779.0,1.0,1.0,2.0,0.0,0.0,0.0,,3.0,2.0,2.0,,,1.0,,1.0,,,,,,,0.0,7.0,0.0,38.0,51.0,8.0,2.0,2.0,2.0,0.0,7.0,14.0,5.0,,0.0,0.0,0.0,1.0,0.0,6.0,7.0,14.0,5.0,0.0,35.0,53.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
45.0,0x195d8ce7ad0bd84b35e11f793bd6aa051b6b2ad4,7.0,13.0,27.48,852.72,34.0,23.0,0.0,1599366.0,15.0,13.0,29.0,0.0,3.0,0.0,,616.0,4.0,0.0,,,0.0,,0.0,,,,,,,6.0,91.0,54.0,74.0,288.0,21.0,210.0,588.0,487.0,0.0,223.0,670.0,605.0,,0.0,0.0,0.0,0.0,2.0,240.0,181.0,306.0,145.0,5.0,178.0,272.0,21.0,3.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,5.0,0.0,1.0,15.0,1.0,243.0,138.0,336.0,0.0,13.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0
46.0,0xbcf3e4dc36d0352b6f329d74e168cb99f6e585fd,1.0,2.0,4.76,0.0,150.0,1.0,0.0,4125.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,55.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,,,250.0,299.81,852.72,2851.0,103.0,1.0,4856741.0,55.0,37.0,51.0,2.0,3.0,1.0,0.0,1965.0,53.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,252.0,136.0,1919.0,1790.0,1616.0,1590.0,1972.0,2169.0,1.0,670.0,1405.0,1610.0,0.0,20.0,25.0,4.0,28.0,2.0,672.0,657.0,810.0,511.0,38.0,710.0,1185.0,52.0,3.0,924.0,128.0,94.0,203.0,236.0,5.0,5.0,5.0,5.0,1.0,1.0,11.0,139.0,1.0,76.0,6.0,18.0,95.0,23.0,885.0,562.0,979.0,1.0,50.0,70.0,33.0,64.0,4.0,5.0,5.0,40.0,2.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,1.0,1.0,1.0,7.0
